raceId,driverId,stop,lap,time,duration,milliseconds,duration_seconds,is_normal_stop
960,13,1,2,14:07:44,22.484,22484,22.484,1
960,807,1,6,14:15:53,23.564,23564,23.564,1
960,8,2,5,14:15:56,23.061,23061,23.061,1
960,815,1,6,14:16:04,23.783,23783,23.783,1
960,154,1,6,14:16:08,23.705,23705,23.705,1
960,835,1,6,14:16:08,22.698,22698,22.698,1
960,839,1,6,14:16:18,28.718,28718,28.718,1
960,822,1,7,14:18:36,22.190,22190,22.19,1
960,821,1,7,14:18:38,23.486,23486,23.486,1
960,3,1,9,14:24:29,16:36.150,996150,996.15,0
960,817,1,9,14:24:30,16:38.401,998401,998.401,0
960,807,2,9,14:24:31,16:38.468,998468,998.468,0
960,4,1,9,14:24:32,16:38.234,998234,998.234,0
960,1,1,9,14:24:34,16:40.478,1000478,1000.478,0
960,13,2,9,14:24:35,16:40.664,1000664,1000.664,0
960,815,2,9,14:24:36,16:40.284,1000284,1000.284,0
960,826,1,9,14:24:38,16:40.466,1000466,1000.466,0
960,835,2,9,14:24:40,16:40.234,1000234,1000.234,0
960,154,2,9,14:24:42,16:39.366,999366,999.366,0
960,20,2,9,14:24:44,16:38.511,998511,998.511,0
960,822,2,9,14:24:46,16:38.328,998328,998.328,0
960,821,2,9,14:24:48,16:38.622,998622,998.622,0
960,830,2,9,14:24:49,16:38.546,998546,998.546,0
960,839,2,9,14:24:51,16:40.980,1000980,1000.98,0
960,831,2,9,14:24:52,16:41.198,1001198,1001.198,0
960,8,3,9,14:25:53,15:43.158,943158,943.158,0
960,830,3,16,14:55:40,23.231,23231,23.231,1
960,1,2,21,15:05:00,24.343,24343,24.343,1
960,826,2,21,15:05:19,23.359,23359,23.359,1
960,13,3,22,15:07:04,22.515,22515,22.515,1
960,821,3,22,15:07:18,23.561,23561,23.561,1
960,835,3,22,15:07:20,23.333,23333,23.333,1
960,807,3,23,15:08:55,24.015,24015,24.015,1
960,4,2,23,15:08:57,22.451,22451,22.451,1
960,20,3,23,15:09:03,22.762,22762,22.762,1
960,822,3,23,15:09:06,22.318,22318,22.318,1
960,154,3,23,15:09:21,23.107,23107,23.107,1
960,831,3,23,15:09:23,30.238,30238,30.238,1
960,815,3,24,15:10:56,22.652,22652,22.652,1
960,8,4,24,15:11:06,23.056,23056,23.056,1
960,839,3,24,15:11:25,24.208,24208,24.208,1
960,817,2,25,15:12:33,22.531,22531,22.531,1
960,3,2,26,15:14:15,22.596,22596,22.596,1
960,830,4,27,15:17:02,22.727,22727,22.727,1
960,1,3,32,15:26:06,22.432,22432,22.432,1
960,835,4,34,15:30:48,22.578,22578,22.578,1
960,826,3,35,15:32:37,23.363,23363,23.363,1
961,835,1,2,14:06:49,33.275,33275,33.275,1
961,831,1,2,14:07:30,27.786,27786,27.786,1
961,831,2,4,14:11:17,13:30.454,810454,810.454,0
961,822,1,13,14:22:38,24.161,24161,24.161,1
961,830,1,13,14:22:46,24.610,24610,24.61,1
961,4,1,13,14:22:49,26.843,26843,26.843,1
961,826,1,13,14:23:07,25.183,25183,25.183,1
961,807,1,14,14:24:20,24.043,24043,24.043,1
961,825,1,14,14:24:42,24.505,24505,24.505,1
961,8,1,15,14:25:27,24.116,24116,24.116,1
961,815,1,15,14:25:39,24.537,24537,24.537,1
961,18,1,15,14:26:00,26.427,26427,26.427,1
961,831,3,5,14:26:32,36.594,36594,36.594,1
961,20,1,16,14:26:54,25.472,25472,25.472,1
961,817,1,16,14:27:03,23.745,23745,23.745,1
961,13,1,16,14:27:13,23.940,23940,23.94,1
961,836,1,16,14:27:29,25.962,25962,25.962,1
961,821,1,16,14:27:38,25.150,25150,25.15,1
961,832,1,23,14:38:06,25.301,25301,25.301,1
961,828,1,23,14:38:08,25.145,25145,25.145,1
961,3,1,24,14:38:25,25.550,25550,25.55,1
961,1,1,25,14:40:05,23.633,23633,23.633,1
961,815,2,28,14:45:06,24.033,24033,24.033,1
961,154,1,28,14:45:26,25.340,25340,25.34,1
961,822,2,30,14:47:55,23.899,23899,23.899,1
961,825,2,30,14:49:06,23.757,23757,23.757,1
961,20,2,33,14:52:00,25.033,25033,25.033,1
961,839,1,32,14:52:20,25.539,25539,25.539,1
961,807,2,33,14:52:41,24.553,24553,24.553,1
961,4,2,33,14:52:50,23.694,23694,23.694,1
961,826,2,33,14:53:29,24.363,24363,24.363,1
961,8,2,34,14:53:31,24.279,24279,24.279,1
961,821,2,34,14:54:36,25.515,25515,25.515,1
961,830,2,35,14:55:22,23.827,23827,23.827,1
961,13,2,36,14:56:59,23.822,23822,23.822,1
961,817,2,37,14:58:08,23.633,23633,23.633,1
961,18,2,38,15:00:16,24.418,24418,24.418,1
961,832,2,39,15:02:07,24.341,24341,24.341,1
961,4,3,49,15:16:39,24.082,24082,24.082,1
962,3,1,1,20:06:14,26.350,26350,26.35,1
962,817,1,1,20:06:15,25.925,25925,25.925,1
962,1,1,1,20:06:19,24.453,24453,24.453,1
962,8,1,1,20:06:21,24.874,24874,24.874,1
962,4,1,1,20:06:22,24.649,24649,24.649,1
962,826,1,1,20:06:24,24.584,24584,24.584,1
962,832,1,1,20:06:25,25.973,25973,25.973,1
962,830,1,1,20:06:26,25.740,25740,25.74,1
962,13,1,1,20:06:27,25.929,25929,25.929,1
962,825,1,1,20:06:28,25.816,25816,25.816,1
962,828,1,1,20:06:30,26.135,26135,26.135,1
962,815,1,1,20:06:31,32.821,32821,32.821,1
962,821,1,1,20:06:32,26.519,26519,26.519,1
962,18,1,1,20:06:33,42.815,42815,42.815,1
962,822,1,1,20:06:40,32.709,32709,32.709,1
962,836,1,1,20:06:42,24.308,24308,24.308,1
962,839,1,1,20:06:43,24.343,24343,24.343,1
962,831,1,1,20:06:44,25.057,25057,25.057,1
962,835,1,1,20:06:45,25.211,25211,25.211,1
962,20,1,1,20:06:48,24.342,24342,24.342,1
962,832,2,7,20:18:50,29.846,29846,29.846,1
962,828,2,8,20:20:49,29.706,29706,29.706,1
962,835,2,11,20:26:49,28.847,28847,28.847,1
962,830,2,13,20:30:12,28.815,28815,28.815,1
962,4,2,14,20:31:59,29.401,29401,29.401,1
962,817,2,15,20:33:33,28.890,28890,28.89,1
962,1,2,15,20:33:37,29.150,29150,29.15,1
962,826,2,15,20:33:53,30.301,30301,30.301,1
962,822,2,15,20:34:33,28.780,28780,28.78,1
962,18,2,15,20:34:34,28.998,28998,28.998,1
962,3,2,16,20:35:17,30.546,30546,30.546,1
962,13,2,16,20:35:53,28.682,28682,28.682,1
962,8,2,17,20:37:28,29.041,29041,29.041,1
962,825,2,17,20:37:54,28.759,28759,28.759,1
962,831,2,17,20:38:03,30.297,30297,30.297,1
962,821,2,18,20:39:52,30.307,30307,30.307,1
962,836,2,18,20:40:10,30.532,30532,30.532,1
962,839,2,19,20:42:20,1:44.383,104383,104.383,0
962,20,2,24,20:51:16,28.924,28924,28.924,1
962,815,2,25,20:53:08,28.742,28742,28.742,1
962,828,3,25,20:53:46,29.468,29468,29.468,1
962,830,3,27,20:56:59,28.948,28948,28.948,1
962,832,3,27,20:57:18,29.320,29320,29.32,1
962,18,3,27,20:57:36,29.025,29025,29.025,1
962,13,3,28,20:58:52,29.578,29578,29.578,1
962,822,3,30,21:03:12,28.545,28545,28.545,1
962,817,3,32,21:05:33,28.921,28921,28.921,1
962,3,3,33,21:07:19,28.970,28970,28.97,1
962,822,4,32,21:07:22,1:03.680,63680,63.68,0
962,8,3,33,21:07:36,29.135,29135,29.135,1
962,1,3,34,21:09:30,28.421,28421,28.421,1
962,4,3,34,21:10:00,30.381,30381,30.381,1
962,835,3,34,21:11:01,28.804,28804,28.804,1
962,831,3,35,21:12:35,29.537,29537,29.537,1
962,839,3,34,21:12:43,30.614,30614,30.614,1
962,821,3,36,21:14:20,30.160,30160,30.16,1
962,836,3,36,21:14:53,30.471,30471,30.471,1
962,828,4,36,21:15:00,29.680,29680,29.68,1
962,826,3,37,21:15:47,29.205,29205,29.205,1
962,825,3,38,21:17:53,29.754,29754,29.754,1
962,20,3,42,21:24:58,29.391,29391,29.391,1
962,13,4,43,21:27:23,29.903,29903,29.903,1
962,830,4,44,21:28:59,28.854,28854,28.854,1
962,1,4,45,21:30:08,28.315,28315,28.315,1
962,8,4,46,21:31:56,28.954,28954,28.954,1
962,817,4,47,21:33:41,28.662,28662,28.662,1
962,839,4,45,21:34:04,42.368,42368,42.368,1
962,832,4,48,21:37:18,29.377,29377,29.377,1
963,826,1,1,15:06:13,32.413,32413,32.413,1
963,13,1,1,15:06:15,23.528,23528,23.528,1
963,825,1,1,15:06:24,30.679,30679,30.679,1
963,821,1,1,15:06:25,30.782,30782,30.782,1
963,13,2,6,15:15:25,24.425,24425,24.425,1
963,830,1,9,15:20:26,23.935,23935,23.935,1
963,815,1,9,15:20:38,27.024,27024,27.024,1
963,18,1,9,15:20:44,24.738,24738,24.738,1
963,807,1,9,15:20:45,26.609,26609,26.609,1
963,4,1,9,15:20:50,25.195,25195,25.195,1
963,3,1,9,15:20:50,23.750,23750,23.75,1
963,836,1,9,15:20:59,25.820,25820,25.82,1
963,839,1,12,15:26:26,25.368,25368,25.368,1
963,1,1,20,15:39:17,23.689,23689,23.689,1
963,8,1,20,15:39:31,24.584,24584,24.584,1
963,832,1,20,15:40:01,24.400,24400,24.4,1
963,817,1,21,15:41:04,24.197,24197,24.197,1
963,828,1,21,15:41:45,25.272,25272,25.272,1
963,821,2,22,15:44:09,24.814,24814,24.814,1
963,830,2,27,15:51:10,23.856,23856,23.856,1
963,4,2,27,15:52:01,24.061,24061,24.061,1
963,807,2,28,15:53:41,24.012,24012,24.012,1
963,822,1,29,15:55:11,23.828,23828,23.828,1
963,826,2,29,15:55:54,24.338,24338,24.338,1
963,836,2,30,15:57:42,26.156,26156,26.156,1
963,3,2,31,15:58:19,24.661,24661,24.661,1
963,835,1,31,15:59:04,23.928,23928,23.928,1
963,839,2,31,15:59:29,33.338,33338,33.338,1
963,13,3,31,15:59:30,23.778,23778,23.778,1
963,8,2,32,15:59:55,24.412,24412,24.412,1
963,815,2,32,16:00:19,23.947,23947,23.947,1
963,831,1,32,16:00:57,24.697,24697,24.697,1
963,18,2,37,16:08:59,24.645,24645,24.645,1
963,832,2,37,16:09:13,24.473,24473,24.473,1
963,828,2,37,16:09:14,24.706,24706,24.706,1
963,821,3,39,16:13:44,25.006,25006,25.006,1
963,8,3,40,16:13:46,24.809,24809,24.809,1
963,4,3,40,16:14:25,23.920,23920,23.92,1
963,807,3,40,16:14:32,25.192,25192,25.192,1
963,817,2,41,16:15:24,24.408,24408,24.408,1
963,830,3,41,16:15:26,28.274,28274,28.274,1
963,826,3,40,16:15:33,24.718,24718,24.718,1
963,3,3,41,16:15:58,23.476,23476,23.476,1
963,836,3,41,16:18:14,25.201,25201,25.201,1
964,4,1,9,14:19:03,22.786,22786,22.786,1
964,830,1,10,14:20:15,22.855,22855,22.855,1
964,817,1,10,14:20:26,22.996,22996,22.996,1
964,154,1,10,14:20:36,23.741,23741,23.741,1
964,826,1,10,14:20:38,22.990,22990,22.99,1
964,807,1,11,14:22:12,22.832,22832,22.832,1
964,821,1,11,14:22:18,24.110,24110,24.11,1
964,3,1,12,14:23:28,22.673,22673,22.673,1
964,20,1,12,14:23:35,23.226,23226,23.226,1
964,815,1,12,14:23:45,23.605,23605,23.605,1
964,8,1,12,14:23:45,23.244,23244,23.244,1
964,839,1,12,14:24:19,24.973,24973,24.973,1
964,1,1,13,14:25:25,22.989,22989,22.989,1
964,832,1,13,14:25:40,22.986,22986,22.986,1
964,836,1,13,14:26:05,24.630,24630,24.63,1
964,18,1,19,14:36:02,24.375,24375,24.375,1
964,826,2,23,14:42:46,22.943,22943,22.943,1
964,13,1,24,14:44:11,22.463,22463,22.463,1
964,835,1,25,14:45:55,23.452,23452,23.452,1
964,825,1,25,14:46:04,23.072,23072,23.072,1
964,831,1,25,14:46:10,25.131,25131,25.131,1
964,8,2,26,14:47:00,22.762,22762,22.762,1
964,822,1,26,14:47:27,25.007,25007,25.007,1
964,828,1,26,14:47:42,24.011,24011,24.011,1
964,4,2,27,14:49:28,23.032,23032,23.032,1
964,830,2,28,14:49:53,22.788,22788,22.788,1
964,807,2,28,14:50:32,22.952,22952,22.952,1
964,821,2,28,14:51:13,23.792,23792,23.792,1
964,3,2,29,14:51:24,23.150,23150,23.15,1
964,815,2,29,14:52:07,22.721,22721,22.721,1
964,154,2,30,14:54:06,25.429,25429,25.429,1
964,839,2,31,14:56:24,24.256,24256,24.256,1
964,817,2,32,14:56:52,25.861,25861,25.861,1
964,1,2,33,14:58:11,22.732,22732,22.732,1
964,836,2,32,14:58:22,25.461,25461,25.461,1
964,20,2,34,14:59:47,22.887,22887,22.887,1
964,18,2,36,15:04:30,23.342,23342,23.342,1
964,832,2,37,15:06:04,22.938,22938,22.938,1
965,822,1,1,14:06:03,27.098,27098,27.098,1
965,817,1,8,14:17:32,23.956,23956,23.956,1
965,8,1,8,14:17:35,23.989,23989,23.989,1
965,830,1,9,14:19:21,23.489,23489,23.489,1
965,3,1,10,14:21:02,23.526,23526,23.526,1
965,18,1,10,14:21:28,23.613,23613,23.613,1
965,154,1,10,14:21:30,24.523,24523,24.523,1
965,815,1,10,14:21:31,23.350,23350,23.35,1
965,1,1,11,14:22:40,23.601,23601,23.601,1
965,13,1,11,14:23:03,24.093,24093,24.093,1
965,832,1,11,14:23:06,24.778,24778,24.778,1
965,4,1,11,14:23:10,23.683,23683,23.683,1
965,821,1,13,14:27:00,24.470,24470,24.47,1
965,825,1,13,14:27:04,24.310,24310,24.31,1
965,836,1,13,14:27:10,26.059,26059,26.059,1
965,20,1,14,14:28:08,24.433,24433,24.433,1
965,835,1,15,14:30:43,24.071,24071,24.071,1
965,828,1,17,14:34:12,25.229,25229,25.229,1
965,839,1,17,14:34:34,25.216,25216,25.216,1
965,822,2,20,14:40:06,25.222,25222,25.222,1
965,826,1,21,14:41:16,37.837,37837,37.837,1
965,8,2,24,14:45:43,23.845,23845,23.845,1
965,817,2,25,14:47:19,23.534,23534,23.534,1
965,830,2,26,14:49:08,36.112,36112,36.112,1
965,835,2,26,14:50:20,24.766,24766,24.766,1
965,839,2,26,14:50:59,27.532,27532,27.532,1
965,815,2,27,14:51:47,24.467,24467,24.467,1
965,154,2,27,14:51:52,26.056,26056,26.056,1
965,825,2,27,14:52:06,24.103,24103,24.103,1
965,18,2,28,14:53:32,25.635,25635,25.635,1
965,20,2,29,14:54:23,23.812,23812,23.812,1
965,13,2,29,14:54:55,23.903,23903,23.903,1
965,831,1,29,14:55:54,24.244,24244,24.244,1
965,832,2,30,14:56:49,24.281,24281,24.281,1
965,4,2,30,14:56:57,25.300,25300,25.3,1
965,1,2,31,14:57:50,23.575,23575,23.575,1
965,836,2,30,14:58:04,25.182,25182,25.182,1
965,3,2,31,14:58:05,24.149,24149,24.149,1
965,8,3,38,15:11:09,25.384,25384,25.384,1
965,825,3,43,15:21:37,23.898,23898,23.898,1
965,839,3,44,15:24:27,24.665,24665,24.665,1
965,20,3,53,15:37:10,24.156,24156,24.156,1
965,13,3,54,15:39:55,23.464,23464,23.464,1
966,817,1,1,13:04:51,22.087,22087,22.087,1
966,835,1,1,13:05:06,23.897,23897,23.897,1
966,828,1,1,13:05:11,32.608,32608,32.608,1
966,154,1,11,13:20:31,22.957,22957,22.957,1
966,830,1,12,13:21:26,21.775,21775,21.775,1
966,832,1,12,13:21:43,22.747,22747,22.747,1
966,825,1,12,13:21:47,22.271,22271,22.271,1
966,821,1,12,13:21:51,25.198,25198,25.198,1
966,826,1,13,13:23:20,22.665,22665,22.665,1
966,807,1,14,13:24:17,22.134,22134,22.134,1
966,13,1,14,13:24:24,21.863,21863,21.863,1
966,839,1,15,13:26:15,23.866,23866,23.866,1
966,4,1,16,13:27:27,22.461,22461,22.461,1
966,1,1,17,13:28:16,21.709,21709,21.709,1
966,18,1,17,13:28:57,22.438,22438,22.438,1
966,822,1,19,13:31:31,22.396,22396,22.396,1
966,3,1,20,13:32:32,21.997,21997,21.997,1
966,8,1,20,13:32:40,22.398,22398,22.398,1
966,815,1,20,13:32:56,22.213,22213,22.213,1
966,20,1,32,13:49:30,22.035,22035,22.035,1
966,8,2,45,14:07:53,22.974,22974,22.974,1
966,4,2,45,14:09:00,25.171,25171,25.171,1
966,826,2,47,14:11:56,22.865,22865,22.865,1
966,821,2,48,14:13:40,23.110,23110,23.11,1
966,831,1,49,14:14:38,23.540,23540,23.54,1
966,817,2,50,14:14:47,22.443,22443,22.443,1
966,154,2,50,14:16:38,23.678,23678,23.678,1
966,825,2,51,14:17:54,22.384,22384,22.384,1
967,825,1,7,14:24:31,24.986,24986,24.986,1
967,18,1,8,14:26:08,24.192,24192,24.192,1
967,4,1,9,14:27:30,24.821,24821,24.821,1
967,822,1,9,14:27:31,24.724,24724,24.724,1
967,13,1,9,14:27:33,29.421,29421,29.421,1
967,826,1,9,14:27:36,25.758,25758,25.758,1
967,835,1,9,14:27:40,24.745,24745,24.745,1
967,828,1,9,14:27:41,25.395,25395,25.395,1
967,20,1,10,14:29:08,29.981,29981,29.981,1
967,821,1,12,14:32:18,25.147,25147,25.147,1
967,830,1,13,14:33:11,24.186,24186,24.186,1
967,817,1,13,14:33:32,24.623,24623,24.623,1
967,826,2,17,14:41:54,25.355,25355,25.355,1
967,835,2,17,14:41:59,24.656,24656,24.656,1
967,1,1,20,14:47:37,33:30.361,2010361,2010.361,0
967,3,1,20,14:47:40,33:29.747,2009747,2009.747,0
967,830,2,20,14:47:41,33:29.643,2009643,2009.643,0
967,807,1,20,14:47:44,33:28.504,2008504,2008.504,0
967,815,1,20,14:47:46,33:28.398,2008398,2008.398,0
967,832,1,20,14:47:48,33:28.828,2008828,2008.828,0
967,831,1,20,14:47:50,33:28.206,2008206,2008.206,0
967,817,2,20,14:47:52,33:28.600,2008600,2008.6,0
967,839,1,20,14:47:53,33:29.052,2009052,2009.052,0
967,836,1,20,14:47:56,33:28.464,2008464,2008.464,0
967,4,2,20,14:47:57,33:28.789,2008789,2008.789,0
967,822,2,20,14:47:59,33:28.595,2008595,2008.595,0
967,825,2,20,14:48:00,33:28.979,2008979,2008.979,0
967,18,2,20,14:48:04,33:30.062,2010062,2010.062,0
967,20,2,20,14:48:05,33:30.637,2010637,2010.637,0
967,13,2,20,14:48:08,33:29.630,2009630,2009.63,0
967,821,2,20,14:48:09,33:31.147,2011147,2011.147,0
967,826,3,20,14:48:11,33:31.266,2011266,2011.266,0
967,807,2,22,15:25:12,24.282,24282,24.282,1
967,1,2,28,15:37:24,24:42.048,1482048,1482.048,0
967,3,2,28,15:37:26,24:41.624,1481624,1481.624,0
967,830,3,28,15:37:27,24:41.433,1481433,1481.433,0
967,815,2,28,15:37:29,24:42.290,1482290,1482.29,0
967,832,2,28,15:37:31,24:43.053,1483053,1483.053,0
967,831,2,28,15:37:32,24:43.214,1483214,1483.214,0
967,817,3,28,15:37:33,24:44.725,1484725,1484.725,0
967,839,2,28,15:37:35,24:45.092,1485092,1485.092,0
967,836,2,28,15:37:36,24:44.979,1484979,1484.979,0
967,4,3,28,15:37:39,24:43.818,1483818,1483.818,0
967,822,3,28,15:37:41,24:43.957,1483957,1483.957,0
967,825,3,28,15:37:43,24:44.474,1484474,1484.474,0
967,18,3,28,15:37:46,24:44.987,1484987,1484.987,0
967,20,3,28,15:37:49,24:43.923,1483923,1483.923,0
967,807,3,28,15:37:50,24:45.304,1485304,1485.304,0
967,13,3,28,15:37:51,24:45.969,1485969,1485.969,0
967,821,3,28,15:37:54,24:44.444,1484444,1484.444,0
967,826,4,28,15:37:56,24:44.388,1484388,1484.388,0
967,13,4,31,16:08:25,29.754,29754,29.754,1
967,18,4,34,16:13:01,25.006,25006,25.006,1
967,822,4,38,16:18:52,24.994,24994,24.994,1
967,817,4,40,16:21:27,29.621,29621,29.621,1
967,825,4,41,16:23:25,24.265,24265,24.265,1
967,830,4,43,16:25:37,24.435,24435,24.435,1
967,18,5,44,16:28:14,24.754,24754,24.754,1
967,821,4,47,16:32:38,17.835,17835,17.835,1
967,817,5,52,16:41:54,24.521,24521,24.521,1
967,836,3,52,16:42:00,25.509,25509,25.509,1
967,830,5,54,16:45:53,24.041,24041,24.041,1
968,825,1,1,17:05:37,27.068,27068,27.068,1
968,832,1,6,17:14:43,21.761,21761,21.761,1
968,836,1,6,17:14:44,33.395,33395,33.395,1
968,1,1,7,17:16:01,22.600,22600,22.6,1
968,8,1,7,17:16:05,21.959,21959,21.959,1
968,4,1,7,17:16:19,22.428,22428,22.428,1
968,835,1,7,17:16:27,24.781,24781,24.781,1
968,831,1,7,17:16:34,23.272,23272,23.272,1
968,3,1,8,17:17:48,23.753,23753,23.753,1
968,20,1,8,17:17:54,21.711,21711,21.711,1
968,807,1,8,17:17:59,21.834,21834,21.834,1
968,13,1,8,17:18:07,21.775,21775,21.775,1
968,826,1,8,17:18:19,21.896,21896,21.896,1
968,821,1,8,17:18:19,22.032,22032,22.032,1
968,817,1,9,17:19:37,22.084,22084,22.084,1
968,815,1,9,17:19:50,21.308,21308,21.308,1
968,154,1,20,17:40:10,22.838,22838,22.838,1
968,830,1,21,17:41:22,21.221,21221,21.221,1
968,835,2,21,17:42:16,22.145,22145,22.145,1
968,839,1,22,17:43:59,24.035,24035,24.035,1
968,817,2,24,17:46:46,21.768,21768,21.768,1
968,836,2,24,17:47:52,22.949,22949,22.949,1
968,8,2,25,17:48:31,22.087,22087,22.087,1
968,807,2,26,17:50:33,21.482,21482,21.482,1
968,815,2,27,17:52:26,22.012,22012,22.012,1
968,1,2,28,17:53:38,21.355,21355,21.355,1
968,821,2,28,17:54:49,22.102,22102,22.102,1
968,832,2,28,17:55:00,21.935,21935,21.935,1
968,3,2,29,17:55:27,21.218,21218,21.218,1
968,13,2,30,17:57:55,21.539,21539,21.539,1
968,839,2,36,18:09:38,23.026,23026,23.026,1
968,831,2,36,18:09:42,29.933,29933,29.933,1
968,20,2,37,18:09:47,21.872,21872,21.872,1
968,4,2,38,18:12:17,22.248,22248,22.248,1
968,154,2,38,18:12:35,22.527,22527,22.527,1
968,828,1,38,18:13:21,22.991,22991,22.991,1
968,835,3,41,18:18:52,22.588,22588,22.588,1
969,825,1,1,16:08:47,31.336,31336,31.336,1
969,840,1,5,16:14:22,22.293,22293,22.293,1
969,838,1,9,16:20:40,39.562,39562,39.562,1
969,839,1,15,16:29:32,22.154,22154,22.154,1
969,841,1,15,16:29:57,28.591,28591,28.591,1
969,4,1,16,16:31:00,22.484,22484,22.484,1
969,807,1,16,16:31:01,23.130,23130,23.13,1
969,1,1,17,16:31:40,21.709,21709,21.709,1
969,815,1,17,16:32:20,22.045,22045,22.045,1
969,832,1,18,16:33:49,21.762,21762,21.762,1
969,13,1,20,16:36:44,21.568,21568,21.568,1
969,20,1,23,16:40:32,21.988,21988,21.988,1
969,822,1,25,16:43:42,21.440,21440,21.44,1
969,830,1,25,16:43:56,22.208,22208,22.208,1
969,8,1,26,16:45:16,22.033,22033,22.033,1
969,840,2,29,16:51:13,22.380,22380,22.38,1
969,807,2,30,16:52:40,23.159,23159,23.159,1
969,826,1,34,16:57:51,25.559,25559,25.559,1
969,825,2,44,17:15:10,22.189,22189,22.189,1
969,826,2,49,17:20:30,24.026,24026,24.026,1
970,807,1,1,14:05:25,23.550,23550,23.55,1
970,20,1,2,14:07:35,22.906,22906,22.906,1
970,826,1,2,14:07:46,24.016,24016,24.016,1
970,4,1,2,14:07:48,24.250,24250,24.25,1
970,13,1,2,14:07:51,23.123,23123,23.123,1
970,815,1,2,14:07:52,24.030,24030,24.03,1
970,825,1,2,14:07:53,23.809,23809,23.809,1
970,828,1,2,14:07:54,27.934,27934,27.934,1
970,839,1,2,14:07:57,17.673,17673,17.673,1
970,154,1,2,14:08:00,30.654,30654,30.654,1
970,841,1,2,14:08:01,29.443,29443,29.443,1
970,838,1,2,14:08:01,25.146,25146,25.146,1
970,1,1,4,14:12:08,22.999,22999,22.999,1
970,822,1,4,14:12:17,32.287,32287,32.287,1
970,817,1,4,14:12:20,17.340,17340,17.34,1
970,8,1,4,14:12:21,23.847,23847,23.847,1
970,830,1,4,14:12:23,23.071,23071,23.071,1
970,20,2,4,14:12:35,17.354,17354,17.354,1
970,832,1,4,14:12:47,17.337,17337,17.337,1
970,839,2,4,14:12:49,33.491,33491,33.491,1
970,4,2,4,14:12:55,17.304,17304,17.304,1
970,826,2,4,14:13:00,17.320,17320,17.32,1
970,13,2,4,14:13:01,17.324,17324,17.324,1
970,815,2,4,14:13:01,17.416,17416,17.416,1
970,825,2,4,14:13:03,17.296,17296,17.296,1
970,835,1,4,14:13:06,17.291,17291,17.291,1
970,838,2,4,14:13:08,17.325,17325,17.325,1
970,807,2,4,14:13:11,17.336,17336,17.336,1
970,828,2,4,14:13:14,17.341,17341,17.341,1
970,154,2,4,14:13:23,17.303,17303,17.303,1
970,1,2,5,14:15:08,17.616,17616,17.616,1
970,817,2,5,14:15:09,23.613,23613,23.613,1
970,8,2,5,14:15:18,17.877,17877,17.877,1
970,830,2,5,14:15:19,17.651,17651,17.651,1
970,822,2,5,14:15:20,17.343,17343,17.343,1
970,20,3,5,14:15:24,17.362,17362,17.362,1
970,832,2,5,14:15:33,17.340,17340,17.34,1
970,4,3,5,14:15:40,17.302,17302,17.302,1
970,826,3,5,14:15:46,17.324,17324,17.324,1
970,13,3,5,14:15:48,17.321,17321,17.321,1
970,815,3,5,14:15:49,17.312,17312,17.312,1
970,825,3,5,14:15:49,17.298,17298,17.298,1
970,839,3,5,14:15:52,17.356,17356,17.356,1
970,835,2,5,14:15:55,17.291,17291,17.291,1
970,838,3,5,14:15:57,17.295,17295,17.295,1
970,807,3,5,14:15:58,17.362,17362,17.362,1
970,828,3,5,14:16:02,17.344,17344,17.344,1
970,154,3,5,14:16:10,24.114,24114,24.114,1
970,1,3,6,14:17:55,17.737,17737,17.737,1
970,817,3,6,14:18:00,17.480,17480,17.48,1
970,8,3,6,14:18:03,17.435,17435,17.435,1
970,830,3,6,14:18:05,17.421,17421,17.421,1
970,822,3,6,14:18:06,17.323,17323,17.323,1
970,20,4,6,14:18:10,17.370,17370,17.37,1
970,4,4,6,14:18:16,17.302,17302,17.302,1
970,832,3,6,14:18:18,17.374,17374,17.374,1
970,826,4,6,14:18:28,17.322,17322,17.322,1
970,13,4,6,14:18:29,17.377,17377,17.377,1
970,815,4,6,14:18:30,18.225,18225,18.225,1
970,825,4,6,14:18:34,17.299,17299,17.299,1
970,839,4,6,14:18:36,17.366,17366,17.366,1
970,835,3,6,14:18:39,17.301,17301,17.301,1
970,838,4,6,14:18:41,17.292,17292,17.292,1
970,807,4,6,14:18:43,17.359,17359,17.359,1
970,828,4,6,14:18:46,17.344,17344,17.344,1
970,154,4,6,14:18:48,17.314,17314,17.314,1
970,815,5,20,14:43:03,23.057,23057,23.057,1
970,13,5,24,14:50:13,23.451,23451,23.451,1
970,832,4,28,14:56:06,22.840,22840,22.84,1
970,830,4,29,14:57:33,22.505,22505,22.505,1
970,835,4,30,15:00:32,23.993,23993,23.993,1
970,825,5,32,15:03:12,23.463,23463,23.463,1
970,817,4,33,15:04:09,22.505,22505,22.505,1
970,807,5,33,15:05:10,40.144,40144,40.144,1
970,20,5,34,15:05:37,22.443,22443,22.443,1
970,822,4,35,15:07:45,24.317,24317,24.317,1
970,1,4,36,15:08:39,22.668,22668,22.668,1
970,154,5,35,15:08:45,23.211,23211,23.211,1
970,8,4,39,15:14:04,23.119,23119,23.119,1
970,839,5,42,15:20:06,22.926,22926,22.926,1
970,13,6,48,15:30:29,22.517,22517,22.517,1
970,815,6,49,15:31:25,22.979,22979,22.979,1
971,840,1,8,18:16:59,24.915,24915,24.915,1
